40813,10463,34585,3782,9001
64130,64747,32924,5810,12786
27247,39186,46807,2154,21706
17059,32333,39975,27927,31515
26244,10570,2188,50550,54442
63421,43743,33340,42055,63292
254,4820,37513,10526,23868
19244,13829,60179,49397,30280
60356,46308,4666,59529,33809
37804,34980,57580,54273,33845
35269,45947,31705,4058,10822
27542,3550,49505,9680,51609
41021,9376,30784,37477,55190
18783,46272,55065,56518,12587
25138,25910,19009,65004,6483
41424,26811,4594,20590,5480
62374,2038,59779,13286,22353
43668,5658,39994,38158,60887
9042,47266,37938,24170,2513
49062,6434,11394,45515,29368
35026,62675,8852,42771,5206
55003,44956,56757,463,37915
54193,4167,39129,870,3119
64258,28146,65155,18167,31311
60427,60814,43758,57116,8426
53513,47929,52565,25969,18530
31016,29122,32320,34377,53840
63316,2135,49557,8588,52984
16557,20738,50772,60208,20145
23337,3697,226,1867,15795
13938,19865,41502,31611,30528
33532,10302,51543,2429,53839
39898,21899,29631,3441,64274
19752,11255,12396,44089,64563
58363,50695,21516,5262,38406
7601,5367,2206,7085,60718
6346,8536,34747,44262,56266
2262,20711,64162,24468,52884
21826,8552,57039,31762,52132
38183,44261,31428,53550,27602
30349,7979,55003,16417,15054
36412,60152,46982,1270,37108
53415,5187,34368,49182,30282
63564,10069,36551,14299,23307
34584,20828,58381,12986,39343
44387,17088,43830,144,12325
45224,4860,60518,38931,63467
10871,23527,52952,32954,4283
42588,713,32219,8232,43661
45727,8442,60499,61235,58835
64036,55031,39935,49779,45515
9537,34818,64012,46749,1433
7707,8182,9258,44793,52921
59363,44621,35647,58384,62906
58616,52444,50602,62569,56833
60886,8762,54798,29875,64176
9558,25658,59898,12888,58194
14482,36715,36104,62518,27498
19157,28722,34220,12642,19752
42991,29969,48359,6537,40115
53847,25540,64857,50164,64357
30878,15775,52957,7395,2977
46503,54958,12146,42990,37630
61537,59109,47439,37291,63521
12710,4714,26653,39475,26421
30851,4314,50024,18758,52235
59245,48922,54373,11741,32902
47274,64441,60531,1518,45431
13799,19627,13801,62003,1818
64382,55112,31334,25997,41623
40703,52106,34398,8051,48390
7906,32175,52974,45549,13510
51828,19961,51436,35358,13599
27754,38541,43581,65430,15607
25023,63536,10156,28488,20321
5013,30775,35462,39137,17427
65323,56836,57287,41190,52212
19363,44819,47410,10974,13442
54794,1674,21999,16810,56342
60360,12468,5675,63052,12028
34637,31326,59036,29432,41729
20204,4000,57907,12907,61184
767,42414,42369,60342,37535
58826,23885,37549,37046,33014
11513,25476,60973,44598,17002
12376,52501,57212,13179,33531
54617,51478,20686,29713,47012
25937,32654,61382,59283,64391
16277,52769,43529,43099,36614
50436,2399,26932,40296,22262
45329,11642,14715,45894,1300
33461,52587,31673,28558,56115
22906,10147,5095,1039,25990
1705,18714,890,11045,56843
37161,58492,48322,7371,31479
65393,63670,2112,13322,22457
21367,25429,47273,61891,43171
22277,44673,49624,42443,4287
53096,42666,18310,6972,31489
52812,6224,35688,54232,46839
50009,15990,40876,41091,65160
13135,19664,55520,5467,6331
37808,33472,56365,2461,20154
17727,16414,53183,61131,3544
44779,34086,44980,4356,29297
43290,39494,19117,46174,48447
10568,3405,3267,41178,37563
42511,30413,59123,21567,6558
60036,39756,28799,22023,54589
31497,44332,910,47386,48129
20542,29952,28643,23969,9565
13651,5008,3321,56638,50764
2436,15583,45539,48733,8176
43346,62061,55931,53848,17768
48845,34450,13259,32323,61983
5040,41790,49814,6421,1299
3042,1831,59303,37995,13978
10770,11027,43813,58101,38152
17250,768,40619,62464,60612
60652,27693,31707,24534,44830
30690,8990,30809,61433,12845
31398,18021,49983,27173,50596
29835,40788,58488,41554,52108
62819,46064,40522,65081,52805
37876,19939,25480,22484,28444
47664,28336,52786,52030,40969
19890,49459,46120,42713,57848
6784,56022,1077,20785,21457
52886,48729,28045,39570,19597
11546,1640,16568,34736,24764
50533,10756,38448,13792,9963
37635,15977,11729,16432,34503
14632,15618,63449,53669,1093
43979,25539,64579,24268,32681
50108,21871,104,52693,55223
28061,64882,40205,14446,57879
10665,17929,10909,53190,21353
55430,5402,58943,14348,2590
21638,45796,3352,45531,8702
38730,13264,37041,12991,31909
6289,50813,53218,41480,38554
14840,28846,49500,33511,31681
48378,36949,131,29748,34920
8178,24106,49562,62618,37609
46969,62071,15372,42586,24108
60497,12628,34530,1415,20136
49632,31177,13011,22317,17070
37030,34681,34161,41736,5462
19082,28853,37276,56892,33436
12275,12411,10078,540,52945
42830,54192,21318,24281,6345
48701,17384,39693,30341,7892
26256,62596,14897,63374,14170
52387,46762,7789,23525,13664
22017,47785,22989,46976,42448
48076,39755,17932,48222,17395
1164,28779,63195,14919,46779
22767,23280,56879,13439,13125
13724,12698,43665,52986,27347
45939,4460,43971,41072,46891
15607,185,53088,13361,30745
54991,56899,59086,9355,59877
41409,39807,55922,53686,36887
18864,27084,34572,9101,3191
18236,42070,6815,4630,34521
62237,31662,739,9709,24599
9208,34179,38030,16373,23327
61654,29217,62027,16639,35868
8829,48379,32953,44313,5142
49049,7682,50163,1691,61855
45103,56975,42007,58500,35615
36619,27145,24893,40050,56592
41833,14796,14751,63826,3563
52406,554,47602,43719,21070
54158,17911,12625,18164,10392
7867,52355,7160,32954,8419
9170,24252,16505,1243,7071
55646,12374,6204,44884,9541
26270,25923,19636,14046,55131
14554,6794,2521,25219,7093
16985,4047,776,28060,19179
33260,9476,63307,31651,49890
7905,54843,7495,52964,27972
51183,1025,34121,55592,11030
19574,47947,38863,19320,31887
41925,56132,12950,8381,62172
39366,34886,60310,53924,20198
49056,12456,59062,43447,60358
59761,62739,14655,20979,44513
18752,32669,33690,14324,51697
55832,56603,12606,13802,5047
43028,28758,41934,22937,25352
34932,12254,10516,58457,7779
15660,30098,41410,12643,46794
20049,49233,43415,27746,33196
33296,44399,56204,58562,7560
49460,45414,42832,26439,48598
10509,15977,21087,2652,228
30747,50300,23590,64718,12512
3271,38366,52172,21231,662
34339,15032,45587,63665,51559
28598,13552,648,57034,9822
23143,15697,8305,62348,43763
37800,24834,25433,16333,25627
27887,58106,21226,38121,12223
19346,730,17418,32403,24305
62315,57306,4182,1167,52144
8578,50873,46355,62526,29249
6271,3607,54828,21357,1634
20247,62287,46224,35641,26113
42694,60827,33515,48611,65051
45486,17973,18424,5211,58209
29389,59482,65341,45420,22624
23478,57380,44782,17982,40131
11143,53906,17369,37257,14481
8168,61806,22140,60715,64298
9844,65109,25434,37171,27480
7777,46168,61227,1950,17773
55236,25877,13776,37748,37775
41123,35050,51150,64844,39183
30719,20827,39190,31272,52751
59674,60950,31809,41567,11604
20118,28969,54388,65070,56226
14959,21695,61324,29879,34322
5625,2500,37771,62727,44982
32746,1990,57150,27584,1864
50556,5188,33002,49425,23335
8635,49888,43664,9364,24783
55422,11580,64506,14204,6788
60680,34546,61521,20506,52539
13180,44102,58733,25229,65401
18000,52770,32985,38537,63450
29327,12510,20935,50914,16008
13074,63559,65095,48358,37562
57787,25525,42985,55076,36724
10073,49207,48128,46913,49640
57649,41603,7512,65411,9885
33377,60647,62643,12915,20885
36886,50674,56376,64732,34700
23128,42737,47530,51422,5706
41633,10066,20822,37414,56207
26881,27143,55080,65113,34577
22057,11699,63869,16006,27187
55545,60563,47498,35523,55535
3331,22280,43365,65356,30591
15065,35762,64184,11436,18595
63483,29459,28114,51789,30879
45990,22688,60477,16229,38223
34992,11143,55087,17238,24700
931,7955,3459,36302,64039
38872,56965,23260,62129,58490
54182,26486,45379,46738,4669
33957,61905,15244,56239,19906
43068,22842,29576,30966,37045
9253,49370,41233,12695,47590
24018,53386,38879,32737,36149
64911,49790,2975,61075,9447
60714,23452,25178,35097,46501
51218,7341,52261,4771,62186
26163,19627,4939,12157,35725
50900,43183,1159,8993,26417
5859,57022,17005,10322,955
54176,62101,1636,27972,1288
59390,41663,25331,44266,44269
13292,42570,53519,60315,3687
16366,8007,42072,27510,58471
2460,13143,52870,57402,4034
31923,10085,27282,11669,47309
34350,3289,20318,6524,25939
15011,4222,61972,13676,8723
29860,28625,22255,33506,54394
60425,53879,55389,17628,34435
45238,24216,25802,46290,19036
45202,34621,45863,2537,55862
15487,51731,47450,18488,7827
12552,64665,45191,549,34659
41349,63829,57290,1704,21316
27447,64171,63320,8739,42017
61950,37076,49826,13575,54377
28089,14669,8515,56272,6025
26966,11272,51077,58939,32695
8859,15666,36532,22332,38427
21468,6036,10924,13442,2351
1739,51539,56368,4237,19028
63151,39300,49291,42394,44471
19650,45756,54435,3046,13422
23211,30052,53279,55603,63813
57787,15243,54058,53947,26051
50479,61520,14278,20118,18065
16878,62324,28830,39497,18100
38701,26972,36385,50511,13042
30016,29070,33413,14087,50796
7871,50493,653,7666,12955
16197,63331,4018,22390,13224
2061,43488,60247,45601,48724
7017,47345,33316,54812,42474
62500,367,12445,45357,23743
3671,4908,2213,26631,6626
6123,54489,32939,54594,44582
20977,47206,18393,64585,35283
10647,29382,47352,48448,15891
57572,44880,21689,35004,52481
40323,25517,42450,2175,61838
36384,2497,61607,43332,63935
2872,5667,18283,12900,39186
59656,19723,536,23683,12581
45806,21699,29601,43918,53960
12283,56355,47009,37621,33855
13163,41693,28044,12467,38681
57004,52150,12986,41238,28103
65531,61490,6911,33435,49519
54262,59651,32875,16322,6905
12931,40841,10366,45186,52601
9185,21799,2332,54178,35142
52560,40986,50630,3088,36548
59571,9463,5997,40235,17078
47162,62218,4624,63732,50840
5793,43326,43862,14820,57804
40227,63332,54106,54808,23341
6158,18774,37040,27798,5018
752,40466,57490,65020,18173
54519,48334,39298,34356,34809
50331,26367,3072,60000,33274
62269,3398,22477,63149,48523
6553,47864,59130,9250,18155
59811,52819,52181,44533,18655
60344,64835,14985,3611,1191
11357,13251,11276,4609,56903
39188,46409,51882,9500,5554
62120,28167,27254,22171,59368
36879,16003,23070,8523,62126
20144,13063,53315,216,34030
20183,35459,32370,24575,52150
57514,51381,50925,55874,30125
27016,57724,39044,1652,5020
463,822,65514,51553,13854
63011,261,52982,30901,29129
60712,20677,49372,52220,30180
43919,5475,60001,15829,47718
18190,24506,53515,7418,16423
34281,36778,21659,22526,28019
39680,34457,20616,46071,56879
33642,32208,4644,40432,29148
43016,49802,53211,41081,32798
41455,10225,27379,44701,35847
1971,40066,46072,61778,33078
14126,10215,21878,13714,10164
33164,5917,841,19827,27902
9954,9552,41097,43759,47124
5312,27720,11157,12409,56519
41747,15550,51442,32174,11927
46131,15631,65415,6451,64016
51563,31656,977,40077,31763
63492,8555,25725,8437,63035
26662,26407,59310,17453,12830
19227,26622,36544,46289,56866
17360,6969,28702,20468,21652
29333,61856,65501,9567,57916
52480,11545,17809,14689,61471
34542,61115,20615,18936,45898
47736,7871,64607,39650,22958
7910,39159,46553,46151,960
25725,370,56887,12162,24766
51502,51699,31346,18820,10523
41694,50487,21936,25218,28685
59566,11714,60959,34695,32756
61153,55296,11638,52310,29651
26424,3984,22669,32626,36967
41911,15997,10930,7629,40258
47619,2487,65167,26116,17380
8446,44291,12414,4617,56172
26480,9653,9423,1623,21786
51648,46200,29891,14222,14196
34205,33615,53993,59565,60259
3083,46232,13780,45237,63461
36708,65214,50075,10450,22770
34263,31781,33010,1608,28474
62041,53601,56703,29860,47844
29770,27251,65377,4776,37572
17279,15134,22483,43670,11489
42016,28041,4418,56655,4872
43423,52459,12706,11568,11730
12819,2531,43156,7864,23575
25768,44257,27523,8984,53525
42206,38689,8769,43367,53339
23830,27323,45158,21851,55437
25942,4677,34306,20318,28544
54708,30162,46121,31346,46161
42767,40700,50629,43314,13882
24902,52162,21287,34646,52417
34795,2439,23432,4992,11738
7525,50188,25939,22749,35374
43053,12254,43967,40305,18198
397,10651,60862,24885,40552
9729,14392,51611,62090,36073
7425,21017,9464,46486,20096
55881,42753,54211,21915,25314
8507,32916,27162,16651,14117
61382,17710,22312,46380,44652
46309,39308,59430,6206,22160
48886,17013,18382,5276,59510
15645,1368,27926,40128,53128
11247,7223,5900,47181,3710
61370,43349,25349,54775,34172
14630,54314,20657,62516,40399
24578,64243,36334,31652,24041
53861,2333,25388,58929,15743
53970,57829,58028,58145,12563
51382,34310,26392,52170,48889
32585,58197,50261,42376,6061
39849,1624,9857,64717,29946
19587,52985,49346,36921,63858
46702,33922,23992,30527,13213
35091,65110,29980,51532,23249
55809,48367,31118,41614,19356
37276,38383,23822,40276,31571
56234,40546,42622,37050,48129
55320,42492,23065,25784,698
31487,37534,31222,12716,53255
33153,47121,46443,5505,33274
10888,22883,7457,44283,2965
4663,50884,52975,54968,39362
2866,7287,24817,13784,26872
10673,23511,36113,56347,23271
14765,41726,50748,3596,7328
47953,27206,28121,47624,36201
64097,19441,21244,43666,56190
4407,42367,2135,62959,23011
11546,14905,9395,27366,65235
31034,29399,9508,50134,38540
32341,1536,43075,19418,39656
36149,36037,39747,5338,14351
21881,21840,13486,536,51909
19670,45627,28372,17576,14025
13029,16732,30020,5941,53458
30275,43730,26209,37758,35037
8247,51132,16014,57496,51813
6,10226,28805,14735,12538
46772,61339,49705,50823,46863
41607,17881,49017,15906,29817
42198,9602,26486,27155,37017
47476,2254,40175,34203,46138
6314,6244,51602,35623,9416
38945,48313,9373,16690,9595
31540,29408,37611,5334,14903
11545,41769,55192,58337,16348
15340,28437,10829,1085,51174
12179,44380,64927,20111,275
51647,47630,22996,60658,33281
21441,51972,7004,9630,53659
65317,32172,4483,40564,24441
7567,62962,3254,15678,39051
48840,37419,61646,34654,32109
47676,43904,10648,40580,23661
53057,60631,45671,14030,18080
19417,46397,64044,23561,12287
5394,32646,62352,2515,45044
3502,54627,11231,1009,10888
64021,50657,19577,49172,62389
30277,19580,1162,45040,7495
10200,40097,49324,4341,27680
2894,65315,42425,38070,14539
61841,53706,19749,44020,54759
47827,47144,46515,5560,51327
8656,18688,36659,20813,12610
52351,13136,19560,30605,19190
65333,17869,21441,20445,42660
27449,64209,7718,52415,12309
8423,62478,11810,25497,12859
52430,158,8482,17767,26232
39162,29086,56032,8498,12066
41072,12278,8510,41233,10428
32324,8762,13173,34030,49044
33531,20228,45077,40785,46207
28474,44140,10481,49317,20784
41978,52978,13148,27136,29172
57839,42296,17103,54302,64743
43676,63268,14858,51040,47642
17412,2242,26599,41198,19424
11933,47940,10942,51300,63178
41991,50440,63675,42373,26316
10474,24136,7315,22888,52431
33776,55804,61313,10593,65358
24173,21812,48924,23585,39853
10656,31733,22537,16829,60095
511,42215,3885,6165,30464
36608,58532,5290,24012,19110
27741,41403,49761,56215,9175
492,43711,23001,50179,18942
897,26519,2995,57941,32666
58553,37302,18047,45835,32603
31975,51914,6348,51203,55142
18270,30679,54802,25604,4559
17462,22498,47695,52278,31256
5178,41188,30308,39439,40446
48869,64020,5980,15072,17393
24037,53172,13521,4675,2930
39971,7624,56314,46004,60440
28105,64236,13779,271,44286
40796,52876,1989,27567,11719
63104,19787,787,43337,17290
16032,50375,47104,51894,18228
50035,32293,60928,42283,42615
43251,27918,49231,24330,54511
30347,4657,56905,20001,38116
48550,42812,10806,35585,25763
62364,62065,38487,10626,16981
15920,8052,42654,62483,59162
2773,2091,52254,7109,49185
25979,52733,5762,3807,29557
45944,42037,38358,5532,53543
2099,40286,13042,31961,42357
37593,3627,7491,1907,35725
29051,50034,32637,49219,65249
64043,9168,54415,45669,13562
18685,40200,2590,49297,46590
29162,9165,25438,42067,13619
21282,41409,44164,45933,73
39867,23514,14564,30425,39632
6940,57182,23048,8984,23647
60137,3315,21168,5875,47978
51863,6315,61571,3419,28600
6986,51375,7440,61339,35103
7004,25049,20097,14472,37203
16796,3582,15949,1104,23003
44809,15065,5482,26439,58236
43022,10295,17201,42779,36574
195,62757,19210,51959,46569
4739,17651,57058,61789,38634
37511,9613,23403,37861,25037
62279,12222,38411,31244,58152
33896,54022,3500,23559,19410
46589,30431,24300,34512,23051
47584,32242,14156,31815,61781
9697,10462,65263,32095,58157
20388,57824,292,16743,48987
3174,65009,18980,54150,21735
51392,57255,52173,38359,37453
51413,55737,48455,29978,17525
9843,26776,40854,53031,61594
32278,46052,52164,17034,64470
26575,12725,21828,19497,56913
5119,62892,26632,30936,51404
63522,58932,8077,51610,45263
53155,16807,26760,18877,27658
54754,38904,16296,61122,10587
49871,7941,34306,61104,23653
48331,22516,29208,35816,46599
63193,12964,12378,25333,17934
28753,23801,26099,5154,6020
40484,19231,29545,16717,53977
55801,58720,10946,14930,36146
23939,51695,20666,40932,4435
26380,27512,59486,42879,54732
63031,53289,5704,5485,47110
54736,29304,61277,54742,64720
9907,40779,63195,15742,36586
18311,17103,41657,54213,6412
17828,8838,12589,50013,12812
59271,34875,11752,41167,11426
24758,52146,36010,42449,22184
7769,30669,32622,27308,59381
42375,15060,37171,56669,12400
47231,17722,61865,21656,24632
22982,32360,57734,25275,23848
31989,61313,6986,60063,49079
25344,62321,60400,46939,13733
46619,23483,21843,45675,50605
23669,760,8892,16242,37341
300,15126,46416,35037,24666
11655,1725,57115,5304,46007
45981,3954,8464,52593,1567
21614,46460,36225,11245,51959
22368,47859,19209,60449,28407
60516,62576,3237,1481,12896
27485,3186,6695,59189,12201
61325,47131,44966,3224,57795
9691,72,43356,52323,2067
12696,58376,1628,44812,37608
43126,61344,62900,10294,22010
24535,23623,26154,57319,38095
21064,45140,46493,11212,57735
52361,36378,19386,13392,9337
64877,33128,59855,31575,51179
4178,62149,44398,5865,38674
57875,31156,5059,63085,62882
55261,28512,4362,57638,41494
17530,61387,46867,1189,56483
13713,33687,31715,44420,54076
22184,17126,24582,47107,52768
19186,45240,44496,37897,34314
41585,19290,21966,38996,20051
59320,8301,15819,52155,47839
14370,64627,8640,59036,3925
48437,38509,36150,7300,43598
17701,41224,7471,24886,44355
60787,52810,20540,37173,64755
48980,49369,27977,42975,29042
4662,49814,8825,22643,28657
39290,39568,37611,12708,44386
27817,10891,34796,9964,48233
20755,16032,56504,41372,38357
48365,32288,45803,55307,23647
41085,33004,55048,2565,19245
63659,21421,18829,36543,64874
37920,62412,37143,61820,35649
6941,37352,44622,1331,62463
60029,9566,46517,65397,23797
57101,43461,62908,49563,23762
35558,58767,34122,60020,634
15444,36912,54834,14754,29821
29247,65026,39327,39061,61946
13078,54781,21034,36896,34848
50164,54676,18151,56647,14206
38608,57202,11324,53725,26228
15379,12646,26610,19634,5972
60158,28897,48264,3186,43147
64005,43625,16487,30029,1826
41542,43501,37325,25234,25407
11760,45933,6275,45719,56845
13933,17036,58281,41325,48865
65296,19814,2900,42888,65413
60790,64327,35953,52926,3120
41752,29249,27104,30431,45921
48119,33692,30179,45879,5744
18817,51382,30582,61643,17543
37822,3079,18494,50684,5672
12512,16853,7818,46359,43770
26433,17256,45653,43016,12908
30844,22743,47306,9750,33179
44513,31899,63915,39323,5170
7914,51032,17449,6549,43766
43921,40858,26973,12326,14092
44401,35779,54605,60854,18945
41644,38607,14082,34890,19461
47479,5310,56067,13282,24390
49925,47631,62939,45014,48338
57827,610,39218,17862,17387
41724,25057,48807,13031,24141
7994,50248,5520,44679,62582
28968,35725,55265,18389,61002
8497,62997,49786,17498,13006
4937,65439,49926,54139,46525
24449,11397,57879,62000,33582
16798,65398,8296,11533,28633
17097,23699,34008,44776,21184
56006,34166,5072,6406,15453
12010,39146,50230,45727,4159
54413,59594,49527,40653,21511
18055,24063,33658,31693,3946
10749,55328,11571,40104,42916
3458,48274,19396,48351,27667
29615,24802,34775,12549,20676
24248,39327,19362,17173,47486
21939,55479,26210,9735,40556
8980,739,22935,62552,8129
64905,44636,44453,14484,34894
6084,23724,57681,62032,38454
9293,57886,44053,39420,19795
22080,20345,40929,26240,8645
38305,19903,58614,36614,34994
9926,5963,48294,8897,22381
21366,16516,37685,26925,63911
28588,16787,3700,35056,3113
6011,14287,36157,16213,53686
51370,35833,51136,65056,14741
43141,32856,53428,51031,775
38203,8597,18540,54059,22444
43030,30003,9413,19664,18190
54275,24335,24926,58334,45076
55673,34254,2390,23649,33128
41162,14376,9865,46434,51237
42458,24148,55236,10710,57734
24221,41373,43671,30493,6010
4589,51723,56093,1070,51687
11513,62653,4076,48793,20069
57672,58349,18227,50864,10150
43852,63149,26368,43248,61787
53343,27449,11350,3349,54329
4175,41537,47026,34674,17267
58070,15267,24653,20215,1455
19680,45906,31696,18948,49473
4880,58164,53035,10729,26377
13523,64739,40581,57252,30378
10521,47183,62428,26616,54732
61870,42651,13120,3478,40179
53971,37817,24412,4891,9083
31626,35902,30848,30489,3356
13491,42300,57616,19245,5748
12960,48158,51832,17419,24026
18004,22152,21646,13103,53216
25379,38439,49277,10422,3424
29102,5299,41127,10902,35858
832,20276,34082,5018,24426
35961,34103,899,58614,65434
40200,38809,54157,30351,59224
38522,44843,29513,49192,61640
40632,949,35260,64291,3228
30370,60967,36523,48477,30005
60245,53906,26472,33772,38966
21372,11582,57997,7580,34907
42760,22618,40265,34534,45567
43687,36082,2913,25268,15592
36764,53688,3503,41999,12608
39817,47811,3484,14174,23629
48358,63239,56203,16090,46859
21626,33522,45853,62093,6122
36431,57841,5470,16962,52844
59814,23274,55595,63153,58164
14348,49548,30209,13126,33322
46880,3392,56128,13585,44567
65064,27348,19969,6999,8713
17657,36119,64736,13372,26654
1549,19918,5834,33772,19435
16226,12325,22577,8433,16081
11848,56353,9868,38067,42326
50895,50735,23283,56850,4125
42762,51043,47454,57799,18794
39592,40159,32514,44082,9254
47024,48136,27120,5835,61072
51134,35030,46295,58917,21255
41793,51965,48370,34421,48173
